timestamp,jitter,packetsLost,fractionLost,roundTripTime,totalRoundTripTime,roundTripTimeMeasurements
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458898159549,0.0129,7,0.046875,0,0,0
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458900621003,0.039022,27,0.0507812,1.68442,1.68442,1
1773458905565001,0.053355,75,0.0429688,3.29758,8.81665,3
1773458905565001,0.053355,75,0.0429688,3.29758,8.81665,3
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906039131,0.0657,84,0.0585938,0.805695,11.1167,5
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458906822638,0.067633,95,0.0585938,0.341904,11.4587,6
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458908115063,0.0391,114,0.0429688,0.136688,11.5953,7
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458909072915,0.021822,124,0.0546875,0.176559,11.7719,8
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458910230085,0.030244,132,0.0351562,0.122025,11.8939,9
1773458911858482,0.037211,152,0.046875,0.345276,12.2392,10
