timestamp,fractionLostRecover,fixedFractionLostRecover,fractionEffectiveFECPkt,fixedFractionEffectiveFECPkt,fixedAverageRecoverTime,fixedAverageRetransmitTime,fixedTimeAheadForRecover,AverageRecoverTime,AverageRetransmitTime,TimeAheadForRecover,recoverPktNumRaw,cumulativeRecoverPkt,retransmitPktNumRaw,cumulativeRetransmitPkt,bothSuccPktNumRaw,cumulativeBothSuccPkt,burstLostNum,cumulativeBurstLostNum,EFR,LRR
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458898159552,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458900621006,0,0,255,255,0,39049,0,0,39049,0,0,0,9,9,0,0,1,1,1,0
1773458905565004,0,0,255,255,0,100162,0,0,155670,0,0,0,9,26,0,0,0,2,1,0
1773458905565004,0,0,255,255,0,100162,0,0,155670,0,0,0,9,26,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906039134,0,0,255,255,0,169617,0,0,269336,0,0,0,2,42,0,0,0,2,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458906822642,0,0,255,255,0,207991,0,0,230916,0,0,0,43,85,0,0,1,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458908115066,0,0,255,255,0,190793,0,0,19779,0,0,0,19,104,0,0,0,3,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458909072918,0,0,255,255,0,163261,0,0,18008,0,0,0,15,119,0,0,1,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
1773458910230089,0,0,255,255,0,113290,0,0,28413,0,0,0,6,125,0,0,0,4,1,0
