timestamp,FEC_seq_num,status,recover_seq_num,protect_seq_nums,decode_time,search_time,fec_store_time
1772702688685922,12406,fail_NoLoss,,12380_12381_12382_12383_12384_12385_12386_12387_12389_12390_12392_12394_12395_12396_12397_12399_12400_12401_12402_12403_12404,,,32000
1772702688955073,12426,success,12409,12395_12396_12397_12399_12400_12401_12402_12403_12404_12405_12407_12408_12409_12410_12411_12412_12414_12415_12416_12417_12418,157000,5000,212000
1772702688955476,12428,success,12420,12402_12403_12404_12405_12407_12408_12409_12410_12411_12412_12414_12415_12416_12417_12418_12419_12420_12421_12422_12423_12424,133000,4000,177000
1772702689020115,12435,success,12427,12409_12410_12411_12412_12414_12415_12416_12417_12418_12419_12420_12421_12422_12423_12424_12425_12427_12429_12430_12431_12432,189000,4000,241000
1772702689192366,12449,fail_NoLoss,,12420_12421_12422_12423_12424_12425_12427_12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448,,,39000
1772702689232427,12450,fail_NoLoss,,12420_12421_12422_12423_12424_12425_12427_12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448,,,37000
1772702689232577,12451,fail_NoLoss,,12420_12421_12422_12423_12424_12425_12427_12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448,,,29000
1772702689312609,12461,success,12458,12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459,164000,4000,210000
1772702689360148,12462,fail_NoLoss,,12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459,,,36000
1772702689360297,12463,fail_NoLoss,,12429_12430_12431_12432_12433_12434_12436_12437_12438_12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459,,,41000
1772702689437523,12472,fail_NoLoss,,12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459_12460_12464_12465_12466_12467_12468_12469_12470,,,35000
1772702689481175,12473,fail_NoLoss,,12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459_12460_12464_12465_12466_12467_12468_12469_12470,,,33000
1772702689481314,12474,fail_NoLoss,,12439_12440_12442_12443_12444_12445_12446_12447_12448_12452_12453_12454_12455_12456_12457_12458_12459_12460_12464_12465_12466_12467_12468_12469_12470,,,28000
1772702689562840,12484,success,12480,12452_12453_12454_12455_12456_12457_12458_12459_12460_12464_12465_12466_12467_12468_12469_12470_12471_12475_12476_12477_12478_12479_12480_12481,182000,5000,239000
1772702689611675,12486,fail_NoLoss,,12452_12453_12454_12455_12456_12457_12458_12459_12460_12464_12465_12466_12467_12468_12469_12470_12471_12475_12476_12477_12478_12479_12480_12481,,,34000
1772702689645838,12493,fail_NoLoss,,12464_12465_12466_12467_12468_12469_12470_12471_12475_12476_12477_12478_12479_12480_12481_12482_12483_12487_12488_12489_12490_12491_12492,,,38000
1772702689645986,12494,fail_NoLoss,,12464_12465_12466_12467_12468_12469_12470_12471_12475_12476_12477_12478_12479_12480_12481_12482_12483_12487_12488_12489_12490_12491_12492,,,32000
1772702689694361,12495,fail_NoLoss,,12464_12465_12466_12467_12468_12469_12470_12471_12475_12476_12477_12478_12479_12480_12481_12482_12483_12487_12488_12489_12490_12491_12492,,,39000
1772702689771283,12505,success,12502,12475_12476_12477_12478_12479_12480_12481_12482_12483_12487_12488_12489_12490_12491_12492_12496_12497_12498_12499_12500_12501_12502_12503,195000,5000,243000
1772702689811548,12506,fail_NoLoss,,12475_12476_12477_12478_12479_12480_12481_12482_12483_12487_12488_12489_12490_12491_12492_12496_12497_12498_12499_12500_12501_12502_12503,,,30000
1772702689896006,12516,fail_NoLoss,,12483_12487_12488_12489_12490_12491_12492_12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514,,,49000
1772702689943220,12517,fail_NoLoss,,12483_12487_12488_12489_12490_12491_12492_12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514,,,36000
1772702689943379,12518,fail_NoLoss,,12483_12487_12488_12489_12490_12491_12492_12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514,,,36000
1772702690021489,12528,fail_NoLoss,,12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514_12515_12519_12520_12521_12522_12523_12524_12525,,,42000
1772702690021640,12529,fail_NoLoss,,12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514_12515_12519_12520_12521_12522_12523_12524_12525,,,32000
1772702690071656,12530,fail_NoLoss,,12496_12497_12498_12499_12500_12501_12502_12503_12504_12508_12509_12510_12511_12512_12513_12514_12515_12519_12520_12521_12522_12523_12524_12525,,,37000
1772702690110320,12537,fail_NoLoss,,12508_12509_12510_12511_12512_12513_12514_12515_12519_12520_12521_12522_12523_12524_12525_12526_12527_12531_12532_12533_12534_12535_12536,,,35000
