timestamp,packetsSent,bytesSent,reportsSent,totalRoundTripTime,roundTripTimeMeasurements
1773458928620320,6751,2492038,46,0,0
1773458928620320,6751,2492038,46,0,0
1773458928620320,6751,2492038,46,0,0
1773458929323809,6928,2559195,47,0,0
1773458929323809,6928,2559195,47,0,0
1773458929323809,6928,2559195,47,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458929648981,6960,2570043,48,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458930523184,7101,2617482,49,0,0
1773458931300220,7307,2692798,50,0,0
1773458931300220,7307,2692798,50,0,0
1773458931300220,7307,2692798,50,0,0
1773458931595286,7394,2724779,51,0,0
1773458931595286,7394,2724779,51,0,0
1773458931843136,7473,2751362,52,0,0
1773458931843136,7473,2751362,52,0,0
1773458931843136,7473,2751362,52,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932198519,7580,2783275,53,0,0
1773458932867286,7723,2830792,54,0,0
1773458932867286,7723,2830792,54,0,0
1773458934034425,7989,2930732,56,0,0
1773458934034425,7989,2930732,56,0,0
1773458934257331,8093,2967420,57,0,0
1773458934257331,8093,2967420,57,0,0
1773458934670490,8217,3004794,58,0,0
1773458934670490,8217,3004794,58,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458934818019,8263,3022284,59,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458935645085,8348,3047541,60,0,0
1773458938993260,9124,3305167,63,0,0
1773458938993260,9124,3305167,63,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939139770,9188,3329173,64,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458939943509,9340,3384867,65,0,0
1773458941421913,9690,3502347,66,0,0
1773458941421913,9690,3502347,66,0,0
1773458941421913,9690,3502347,66,0,0
1773458941421913,9690,3502347,66,0,0
1773458947534944,10673,3827068,70,0,0
1773458947534944,10673,3827068,70,0,0
1773458953613917,11773,4234996,80,0,0
1773458953613917,11773,4234996,80,0,0
1773458959533872,13038,4761009,93,0,0
1773458959533872,13038,4761009,93,0,0
1773458961061520,13560,4941377,99,0,0
1773458961061520,13560,4941377,99,0,0
1773458961061520,13560,4941377,99,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458961167937,13639,4973950,100,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458962591593,13694,4993029,101,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458963774135,13778,5021577,102,0,0
1773458964839948,14013,5114586,103,0,0
1773458964839948,14013,5114586,103,0,0
1773458964839948,14013,5114586,103,0,0
1773458964839948,14013,5114586,103,0,0
1773458964839948,14013,5114586,103,0,0
1773458964839948,14013,5114586,103,0,0
1773458965453040,14112,5152101,104,0,0
1773458965453040,14112,5152101,104,0,0
1773458965453040,14112,5152101,104,0,0
1773458965453040,14112,5152101,104,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458965816446,14179,5175950,105,0,0
1773458967908298,14460,5279999,106,0,0
1773458967908298,14460,5279999,106,0,0
1773458967908298,14460,5279999,106,0,0
1773458967908298,14460,5279999,106,0,0
1773458967908298,14460,5279999,106,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458968470355,14533,5301242,107,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969128112,14613,5331182,108,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458969911280,14652,5350467,109,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458971297610,14815,5409166,110,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972036744,14873,5438588,111,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458972925726,14912,5456849,112,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458974345870,14977,5486004,113,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458975702453,15045,5505796,114,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977082342,15269,5591544,115,0,0
1773458977758101,15437,5657854,116,0,0
1773458977758101,15437,5657854,116,0,0
1773458977758101,15437,5657854,116,0,0
1773458977758101,15437,5657854,116,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458978184034,15566,5706415,117,0,0
1773458979073182,15782,5800009,118,0,0
1773458979073182,15782,5800009,118,0,0
1773458979073182,15782,5800009,118,0,0
1773458979073182,15782,5800009,118,0,0
1773458979451170,15894,5841313,119,0,0
1773458979451170,15894,5841313,119,0,0
1773458979451170,15894,5841313,119,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458979825467,15981,5880212,120,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458980478725,16159,5953016,121,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458981190167,16228,5977709,122,0,0
1773458982452530,16553,6106378,123,0,0
1773458982452530,16553,6106378,123,0,0
1773458982900066,16689,6161572,124,0,0
1773458982900066,16689,6161572,124,0,0
1773458983402300,16843,6216910,126,0,0
1773458983402300,16843,6216910,126,0,0
1773458983435160,16870,6227597,127,0,0
1773458983435160,16870,6227597,127,0,0
1773458983435160,16870,6227597,127,0,0
1773458983435160,16870,6227597,127,0,0
1773458983435160,16870,6227597,127,0,0
1773458983435160,16870,6227597,127,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458984054872,16933,6253870,128,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985055757,17129,6342150,129,0,0
1773458985749772,17262,6406467,130,0,0
1773458985749772,17262,6406467,130,0,0
1773458985749772,17262,6406467,130,0,0
1773458985749772,17262,6406467,130,0,0
1773458985749772,17262,6406467,130,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986325293,17395,6467714,131,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458986933859,17523,6517774,132,0,0
1773458987701302,17677,6573102,133,0,0
1773458987701302,17677,6573102,133,0,0
1773458987701302,17677,6573102,133,0,0
1773458987701302,17677,6573102,133,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988132715,17785,6618624,134,0,0
1773458988875202,17989,6691830,135,0,0
1773458988875202,17989,6691830,135,0,0
1773458988875202,17989,6691830,135,0,0
1773458988875202,17989,6691830,135,0,0
1773458989243748,18083,6731752,136,0,0
1773458989243748,18083,6731752,136,0,0
1773458989243748,18083,6731752,136,0,0
1773458989243748,18083,6731752,136,0,0
1773458989243748,18083,6731752,136,0,0
1773458989748475,18187,6784556,137,0,0
1773458989748475,18187,6784556,137,0,0
1773458989942566,18270,6811013,138,0,0
1773458989942566,18270,6811013,138,0,0
1773458989942566,18270,6811013,138,0,0
1773458989942566,18270,6811013,138,0,0
1773458989942566,18270,6811013,138,0,0
1773458991074799,18515,6895664,140,0,0
1773458991074799,18515,6895664,140,0,0
1773458991194782,18578,6931163,141,0,0
1773458991194782,18578,6931163,141,0,0
1773458991194782,18578,6931163,141,0,0
1773458991194782,18578,6931163,141,0,0
1773458991194782,18578,6931163,141,0,0
1773458991194782,18578,6931163,141,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458991762983,18661,6964302,142,0,0
1773458992883420,18918,7046273,143,0,0
1773458992883420,18918,7046273,143,0,0
1773458992883420,18918,7046273,143,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458993159765,18987,7073530,144,0,0
1773458994017284,19218,7165091,145,0,0
1773458994017284,19218,7165091,145,0,0
1773458994017284,19218,7165091,145,0,0
1773458994017284,19218,7165091,145,0,0
1773458994017284,19218,7165091,145,0,0
1773458994017284,19218,7165091,145,0,0
1773458994642263,19395,7228136,146,0,0
1773458994642263,19395,7228136,146,0,0
1773458994642263,19395,7228136,146,0,0
1773458995123550,19508,7270761,147,0,0
1773458995123550,19508,7270761,147,0,0
1773458995890144,19704,7343701,149,0,0
1773458995890144,19704,7343701,149,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458996274805,19843,7389030,151,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458997811698,19966,7435861,152,0,0
1773458998901314,20108,7488969,153,0,0
1773458998901314,20108,7488969,153,0,0
1773458998901314,20108,7488969,153,0,0
1773458998901314,20108,7488969,153,0,0
1773458998901314,20108,7488969,153,0,0
1773458998901314,20108,7488969,153,0,0
1773458999717114,20296,7557261,154,0,0
1773458999717114,20296,7557261,154,0,0
1773458999717114,20296,7557261,154,0,0
1773458999717114,20296,7557261,154,0,0
1773459000452299,20469,7621446,155,0,0
1773459000452299,20469,7621446,155,0,0
1773459000875113,20613,7671554,156,0,0
1773459000875113,20613,7671554,156,0,0
1773459001266784,20744,7723783,158,0,0
1773459001266784,20744,7723783,158,0,0
1773459001266784,20744,7723783,158,0,0
1773459001266784,20744,7723783,158,0,0
1773459001266784,20744,7723783,158,0,0
1773459001266784,20744,7723783,158,0,0
1773459001738216,20782,7737147,159,0,0
1773459001738216,20782,7737147,159,0,0
1773459001738216,20782,7737147,159,0,0
1773459001738216,20782,7737147,159,0,0
1773459001738216,20782,7737147,159,0,0
