timestamp,packetsSent,bytesSent,reportsSent,totalRoundTripTime,roundTripTimeMeasurements
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458898508853,209,74546,1,0,0
1773458899265965,288,102655,2,0,0
1773458899265965,288,102655,2,0,0
1773458899265965,288,102655,2,0,0
1773458899265965,288,102655,2,0,0
1773458900536776,599,201358,3,0,0
1773458900536776,599,201358,3,0,0
1773458902372723,1015,376188,5,0,0
1773458902372723,1015,376188,5,0,0
1773458903880382,1263,459888,6,0,0
1773458903880382,1263,459888,6,0,0
1773458905532816,1709,632732,10,0,0
1773458905532816,1709,632732,10,0,0
1773458906106428,1988,735309,12,0,0
1773458906106428,1988,735309,12,0,0
1773458906336277,2141,783436,13,0,0
1773458906336277,2141,783436,13,0,0
1773458906336277,2141,783436,13,0,0
1773458906336277,2141,783436,13,0,0
1773458906336277,2141,783436,13,0,0
1773458906822791,2230,812185,14,0,0
1773458906822791,2230,812185,14,0,0
1773458906822791,2230,812185,14,0,0
1773458906822791,2230,812185,14,0,0
1773458906822791,2230,812185,14,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458907356486,2311,841650,15,0,0
1773458908413485,2549,940118,16,0,0
1773458908413485,2549,940118,16,0,0
1773458908413485,2549,940118,16,0,0
1773458908413485,2549,940118,16,0,0
1773458908413485,2549,940118,16,0,0
1773458908928193,2683,989366,17,0,0
1773458908928193,2683,989366,17,0,0
1773458908928193,2683,989366,17,0,0
1773458908928193,2683,989366,17,0,0
1773458908928193,2683,989366,17,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458909710731,2832,1038123,18,0,0
1773458911013583,3075,1149054,19,0,0
1773458911013583,3075,1149054,19,0,0
1773458911013583,3075,1149054,19,0,0
1773458911013583,3075,1149054,19,0,0
1773458911013583,3075,1149054,19,0,0
1773458911454427,3168,1183039,20,0,0
1773458911454427,3168,1183039,20,0,0
1773458911454427,3168,1183039,20,0,0
1773458911454427,3168,1183039,20,0,0
1773458911454427,3168,1183039,20,0,0
1773458912014064,3310,1232823,21,0,0
1773458912014064,3310,1232823,21,0,0
1773458912014064,3310,1232823,21,0,0
1773458912014064,3310,1232823,21,0,0
1773458912014064,3310,1232823,21,0,0
1773458912533862,3457,1288680,22,0,0
1773458912533862,3457,1288680,22,0,0
1773458912533862,3457,1288680,22,0,0
1773458912533862,3457,1288680,22,0,0
1773458912533862,3457,1288680,22,0,0
1773458913044394,3605,1346348,23,0,0
1773458913044394,3605,1346348,23,0,0
1773458913044394,3605,1346348,23,0,0
1773458913044394,3605,1346348,23,0,0
1773458913044394,3605,1346348,23,0,0
1773458913044394,3605,1346348,23,0,0
1773458913629204,3765,1393678,24,0,0
1773458913629204,3765,1393678,24,0,0
1773458913629204,3765,1393678,24,0,0
1773458913629204,3765,1393678,24,0,0
1773458914036568,3893,1449124,25,0,0
1773458914036568,3893,1449124,25,0,0
1773458914036568,3893,1449124,25,0,0
1773458914036568,3893,1449124,25,0,0
1773458914036568,3893,1449124,25,0,0
1773458914036568,3893,1449124,25,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458914649152,3943,1474178,26,0,0
1773458915677577,4156,1547445,27,0,0
1773458915677577,4156,1547445,27,0,0
1773458915677577,4156,1547445,27,0,0
1773458915677577,4156,1547445,27,0,0
1773458915677577,4156,1547445,27,0,0
1773458915677577,4156,1547445,27,0,0
1773458917152780,4446,1643389,28,0,0
1773458917152780,4446,1643389,28,0,0
1773458917874565,4734,1748203,30,0,0
1773458917874565,4734,1748203,30,0,0
1773458919630921,5053,1861804,33,0,0
1773458919630921,5053,1861804,33,0,0
1773458919861867,5145,1893970,34,0,0
1773458919861867,5145,1893970,34,0,0
1773458919861867,5145,1893970,34,0,0
1773458919861867,5145,1893970,34,0,0
1773458919861867,5145,1893970,34,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458920287551,5211,1916272,35,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458921796369,5333,1958188,36,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458922721993,5413,1989670,37,0,0
1773458924123041,5763,2120722,38,0,0
1773458924123041,5763,2120722,38,0,0
1773458924123041,5763,2120722,38,0,0
1773458924416459,5821,2141706,39,0,0
1773458924416459,5821,2141706,39,0,0
1773458924416459,5821,2141706,39,0,0
1773458924416459,5821,2141706,39,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458924845078,5920,2176923,40,0,0
1773458925504155,6063,2236474,41,0,0
1773458925504155,6063,2236474,41,0,0
1773458925504155,6063,2236474,41,0,0
1773458925504155,6063,2236474,41,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458925948510,6152,2271851,42,0,0
1773458926610084,6330,2340565,43,0,0
1773458926610084,6330,2340565,43,0,0
1773458926610084,6330,2340565,43,0,0
1773458926610084,6330,2340565,43,0,0
1773458926610084,6330,2340565,43,0,0
1773458927083511,6447,2378212,44,0,0
1773458927083511,6447,2378212,44,0,0
1773458927083511,6447,2378212,44,0,0
1773458927083511,6447,2378212,44,0,0
1773458927083511,6447,2378212,44,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458927620938,6524,2409837,45,0,0
1773458928620320,6751,2492038,46,0,0
1773458928620320,6751,2492038,46,0,0
1773458928620320,6751,2492038,46,0,0
1773458928620320,6751,2492038,46,0,0
