timestamp,frame_num,encode_duration,encode_size
1773458951356237,997,3180,1
1773458951439684,998,3155,1
1773458951526776,999,4134,8
1773458951608518,1000,3298,6
1773458952112182,1001,4044,29
1773458952202401,1002,3749,17
1773458952278507,1003,3976,10
1773458952366522,1004,3877,16
1773458952862304,1005,3571,10
1773458953027678,1006,3343,6
1773458953109875,1007,3352,3
1773458953193027,1008,3260,2
1773458953234848,1009,3215,2
1773458953276583,1010,3198,1
1773458953317847,1011,3165,2
1773458953359596,1012,3149,2
1773458953445982,1013,3318,8
1773458953526215,1014,3336,4
1773458953611104,1015,3114,1
1773458953694675,1016,3252,1
1773458953778014,1017,3150,1
1773458953861739,1018,3134,1
1773458953945181,1019,3137,2
1773458954028685,1020,3174,2
1773458954112093,1021,3159,2
1773458954193658,1022,3192,3
1773458954230216,1023,3170,2
1773458954272034,1024,3161,2
1773458954313814,1025,3207,1
1773458954355436,1026,3145,2
1773458954438956,1027,3189,3
1773458954522625,1028,3285,4
1773458954606232,1029,3255,4
1773458954689595,1030,3256,2
1773458954773743,1031,3261,3
1773458954855870,1032,3175,1
1773458954939391,1033,3193,1
1773458955022806,1034,3211,1
1773458955106480,1035,3186,2
1773458955189658,1036,3189,2
1773458955273089,1037,3220,2
1773458955356565,1038,3148,2
1773458955439867,1039,3130,2
1773458955523417,1040,3143,2
1773458955607123,1041,3137,2
1773458955690262,1042,3188,2
1773458955773626,1043,3167,2
1773458955857050,1044,3159,2
1773458955940623,1045,3173,2
1773458956023982,1046,3185,2
1773458956107203,1047,3106,2
1773458956190807,1048,3183,2
1773458956274345,1049,3170,3
1773458956357725,1050,3189,3
1773458956524713,1051,3304,7
1773458957108518,1052,3189,3
1773458957359380,1053,3251,5
1773458957609650,1054,3278,1
1773458957943863,1055,3945,3
1773458958276946,1056,3231,4
1773458958611060,1057,3319,7
1773458959110750,1058,3224,3
1773458959280532,1059,3160,3
1773458959319090,1060,3221,1
1773458959360627,1061,3156,1
1773458959402649,1062,3171,1
1773458959444729,1063,3347,2
1773458959486010,1064,3169,3
1773458959527654,1065,3146,3
1773458959569833,1066,3197,2
1773458959611761,1067,3143,1
1773458959694924,1068,3185,1
1773458959863289,1069,3150,3
1773458960028981,1070,3238,3
1773458960195901,1071,3185,4
1773458960529743,1072,3552,3
1773458960696671,1073,3220,3
1773458960863353,1074,3190,2
1773458961030263,1075,3273,3
1773458961406345,1076,3226,5
1773458961739308,1077,3311,7
1773458961905619,1078,3232,3
1773458961989648,1079,3269,4
1773458962073613,1080,3301,5
1773458962156099,1081,3255,2
1773458962239096,1082,3204,3
1773458962322489,1083,3235,1
1773458962407167,1084,3256,5
1773458962490907,1085,3224,5
1773458962574125,1086,3327,3
1773458962656858,1087,3212,1
1773458962739551,1088,3200,1
1773458962822976,1089,3204,3
1773458962907361,1090,3200,3
1773458962990188,1091,3244,2
1773458963074901,1092,3827,2
1773458963157603,1093,3619,2
1773458963241118,1094,3253,5
1773458963324957,1095,3333,7
1773458963408541,1096,3268,5
1773458963491887,1097,3240,5
1773458963533536,1098,3406,2
1773458963574983,1099,3335,7
1773458963617139,1100,3894,7
1773458963658449,1101,3456,3
1773458963699857,1102,3380,7
1773458963741460,1103,3395,7
1773458963783308,1104,3376,8
1773458963824566,1105,3342,3
1773458963866281,1106,3384,2
1773458963908092,1107,3410,2
1773458963953507,1108,5581,8
1773458963991862,1109,3404,9
1773458964033424,1110,3381,2
1773458964075010,1111,3372,7
1773458964116516,1112,3410,8
1773458964158201,1113,3433,9
1773458964199764,1114,3375,2
1773458964241927,1115,3811,2
1773458964283522,1116,3430,9
1773458964325468,1117,3410,2
1773458964369478,1118,4085,17
1773458964409248,1119,3427,8
1773458964451939,1120,3550,7
1773458964494416,1121,4128,12
1773458964534845,1122,3403,2
1773458964576576,1123,3391,5
1773458964616819,1124,3307,1
1773458964657888,1125,3535,1
1773458964699064,1126,3208,1
1773458964740919,1127,3171,1
1773458964782615,1128,3188,2
1773458964824158,1129,3284,2
1773458964867074,1130,3811,5
1773458964907813,1131,3275,7
1773458964950552,1132,3337,9
1773458964992858,1133,3383,3
1773458965034733,1134,3483,2
1773458965075862,1135,3447,9
1773458965117729,1136,3575,12
1773458965159082,1137,3470,11
1773458965200937,1138,3532,12
1773458965241678,1139,3432,4
1773458965284303,1140,3544,11
1773458965325561,1141,3446,4
1773458965367821,1142,3460,11
1773458965408899,1143,3419,7
1773458965451084,1144,3477,11
1773458965493220,1145,3686,2
1773458965535261,1146,3542,13
1773458965576069,1147,3356,5
1773458965618419,1148,3485,4
1773458965659844,1149,3390,5
1773458965701466,1150,3354,7
1773458965743134,1151,3375,2
1773458965784816,1152,3327,7
1773458965826514,1153,3347,3
1773458965868324,1154,3376,7
1773458965909882,1155,3608,5
1773458965951700,1156,3394,10
1773458965992721,1157,3290,5
1773458966035255,1158,3390,3
1773458966076425,1159,3312,1
1773458966118985,1160,3436,10
1773458966160693,1161,3967,6
1773458966202254,1162,3394,3
1773458966243018,1163,3334,1
1773458966285150,1164,3385,3
1773458966326821,1165,3375,6
1773458966368697,1166,3393,10
1773458966410044,1167,3331,6
1773458966452198,1168,3411,10
1773458966493586,1169,3370,6
1773458966535526,1170,3396,10
1773458966576958,1171,3326,6
1773458966619068,1172,3408,11
1773458966660338,1173,3346,6
1773458966703359,1174,3864,13
1773458966744189,1175,3680,7
1773458966786152,1176,3451,4
1773458966827143,1177,3344,3
1773458966869812,1178,3733,7
1773458966911096,1179,3324,2
1773458966952597,1180,3335,4
1773458966993673,1181,3248,1
1773458967036775,1182,3350,4
1773458967077412,1183,3283,1
1773458967119640,1184,3332,4
1773458967160915,1185,3270,1
1773458967203179,1186,3357,9
1773458967244376,1187,3348,2
1773458967286456,1188,3451,9
1773458967327613,1189,3294,4
1773458967370103,1190,3364,2
1773458967411413,1191,3319,6
1773458967453368,1192,3355,9
1773458967494545,1193,3314,3
1773458967536587,1194,3336,8
1773458967577653,1195,3278,3
1773458967619967,1196,3280,7
1773458967661051,1197,3253,3
1773458967703620,1198,3298,7
1773458967744531,1199,3243,3
1773458967829609,1200,3513,7
1773458967870501,1201,3404,9
1773458967911722,1202,3241,5
1773458967953909,1203,3510,10
1773458967995402,1204,3328,6
1773458968079387,1205,3464,4
1773458968120886,1206,3443,2
1773458968162346,1207,3354,7
1773458968204564,1208,3510,4
1773458968245601,1209,3387,7
1773458968329857,1210,3522,3
1773458968371279,1211,3472,5
1773458968412338,1212,3320,3
1773458968455631,1213,4305,4
1773458968495856,1214,3345,6
1773458968579516,1215,3352,8
1773458968663223,1216,3446,3
1773458968746522,1217,3363,3
1773458968830094,1218,3597,2
1773458968913474,1219,3408,8
1773458968996531,1220,3409,8
1773458969080113,1221,3421,2
1773458969164011,1222,3377,9
1773458969247511,1223,3420,5
1773458969330893,1224,3430,9
1773458969414239,1225,3354,1
1773458969497441,1226,3305,1
1773458969581081,1227,3520,1
1773458969664150,1228,3277,5
1773458969747528,1229,3258,5
1773458969831006,1230,3285,5
1773458969914407,1231,3277,5
1773458969997886,1232,3291,5
1773458970081257,1233,3313,4
1773458970164743,1234,3261,4
1773458970248551,1235,3302,5
1773458970331749,1236,3236,5
1773458970415203,1237,3250,5
1773458970498955,1238,3279,5
1773458970582598,1239,3304,2
1773458970665732,1240,3308,5
1773458970748965,1241,3260,5
1773458970835664,1242,5332,4
1773458970919188,1243,5336,4
1773458971002159,1244,5319,4
1773458971085950,1245,5277,2
1773458971169201,1246,5314,2
1773458971252527,1247,5314,2
1773458971336356,1248,5316,2
1773458971419189,1249,5265,2
1773458971502614,1250,5300,2
1773458971585550,1251,5283,2
1773458971669883,1252,5303,2
1773458971752835,1253,5343,2
1773458971835935,1254,5275,2
1773458971919604,1255,5295,2
1773458972003551,1256,5332,5
1773458972086191,1257,5267,2
1773458972170756,1258,5346,5
1773458972253444,1259,5293,4
1773458972336474,1260,5288,2
1773458972419430,1261,5292,1
1773458972502736,1262,5272,3
1773458972586744,1263,5261,3
1773458972669560,1264,5249,3
1773458972753849,1265,5247,3
1773458972837416,1266,5271,2
1773458972922158,1267,5410,7
1773458973005404,1268,5451,4
1773458973088610,1269,5426,7
1773458973171761,1270,5411,5
1773458973255921,1271,5530,7
1773458973339396,1272,5564,9
1773458973423443,1273,5508,3
1773458973589061,1274,5532,2
1773458973838859,1275,5424,1
1773458974173202,1276,5437,1
1773458974339219,1277,5341,1
1773458974505428,1278,5284,1
1773458974671875,1279,5295,1
1773458974754449,1280,5202,1
1773458974837514,1281,5293,3
1773458974921337,1282,5304,2
1773458975004969,1283,5206,2
1773458975085934,1284,3259,3
1773458975168741,1285,3188,1
1773458975251391,1286,3102,1
1773458975335691,1287,3177,1
1773458975419136,1288,3160,1
1773458975502872,1289,3148,2
1773458975586032,1290,3145,2
1773458975669073,1291,3135,2
1773458975754146,1292,3253,6
1773458975836964,1293,3196,4
1773458975920764,1294,3204,3
1773458976002555,1295,3300,2
1773458976088371,1296,5240,1
1773458976171451,1297,5238,1
1773458976255820,1298,5225,3
1773458976341116,1299,5306,4
1773458976381600,1300,5223,3
1773458976466197,1301,5413,7
1773458976633346,1302,5554,5
1773458976675134,1303,5514,9
1773458976716662,1304,5568,9
1773458976758147,1305,5561,8
1773458976799806,1306,5539,7
1773458976841306,1307,5501,6
1773458976882821,1308,5431,5
1773458976925126,1309,5439,3
1773458976967730,1310,5661,4
1773458977009256,1311,5978,19
1773458977048457,1312,5305,2
1773458977089889,1313,5379,1
1773458977132313,1314,5561,1
1773458977173283,1315,5258,3
1773458977215055,1316,5321,5
1773458977257154,1317,5417,2
1773458977298925,1318,5477,7
1773458977340809,1319,5495,8
1773458977382030,1320,5375,5
1773458977423970,1321,5482,7
1773458977465951,1322,5497,7
1773458977507534,1323,5491,8
1773458977549542,1324,5519,2
1773458977591407,1325,5496,2
1773458977632940,1326,5513,2
1773458977674819,1327,5515,2
1773458977716063,1328,5511,2
1773458977757253,1329,4768,7
1773458977796524,1330,3395,2
1773458977838325,1331,3349,7
1773458977880274,1332,3443,7
1773458977922081,1333,3395,9
1773458977963882,1334,3395,5
1773458978006538,1335,3465,11
1773458978048278,1336,3479,11
1773458978089245,1337,3429,2
1773458978131232,1338,3475,5
1773458978172725,1339,3471,5
1773458978214376,1340,3458,9
1773458978256160,1341,3419,8
1773458978297744,1342,3422,9
1773458978339794,1343,3419,9
1773458978381376,1344,3406,2
1773458978423130,1345,3446,9
1773458978464691,1346,3439,2
1773458978506502,1347,3396,9
1773458978548740,1348,3440,9
1773458978589766,1349,3484,2
1773458978631713,1350,3461,11
1773458978673236,1351,3417,8
1773458978715103,1352,3439,9
1773458978756731,1353,3433,3
1773458978798201,1354,3355,2
1773458978840201,1355,3417,8
1773458978881851,1356,3500,8
1773458978923304,1357,3361,2
1773458978964867,1358,3366,2
1773458979006796,1359,3399,2
1773458979048863,1360,3481,9
1773458979090824,1361,3488,3
1773458979132895,1362,3951,11
1773458979174355,1363,3508,11
1773458979216579,1364,3520,4
1773458979258321,1365,3549,11
1773458979300283,1366,3517,4
1773458979341549,1367,3323,5
1773458979382609,1368,3300,2
1773458979424143,1369,3317,2
1773458979466447,1370,3301,5
1773458979508406,1371,3219,5
1773458979548787,1372,3231,2
1773458979591703,1373,3373,8
1773458979634968,1374,3622,17
1773458979676120,1375,3681,11
1773458979717274,1376,3609,4
1773458979759096,1377,3727,16
1773458979800427,1378,3702,14
1773458979841887,1379,3656,7
1773458979883619,1380,3599,3
1773458979925253,1381,3554,11
1773458979967106,1382,3629,10
1773458980009113,1383,3581,11
1773458980050353,1384,3494,5
1773458980092171,1385,3521,9
1773458980133666,1386,3445,3
1773458980175256,1387,3431,8
1773458980217322,1388,3955,9
1773458980258652,1389,3449,9
1773458980300447,1390,3440,5
1773458980342313,1391,3533,9
1773458980383786,1392,3481,11
1773458980425923,1393,3519,11
1773458980467513,1394,3598,11
1773458980509127,1395,3599,5
1773458980550690,1396,3490,5
1773458980593027,1397,3643,5
1773458980634265,1398,3433,8
1773458980676143,1399,3488,11
1773458980718105,1400,3596,14
1773458980760132,1401,3460,3
1773458980801753,1402,3505,3
1773458980843437,1403,3476,9
1773458980884747,1404,3429,3
1773458980926554,1405,3437,2
1773458980968373,1406,3427,9
1773458981010050,1407,3415,9
1773458981051961,1408,3507,12
1773458981094098,1409,3821,12
1773458981135641,1410,3722,2
1773458981176816,1411,3528,4
1773458981221098,1412,4740,18
1773458981262019,1413,3482,2
1773458981302250,1414,3516,5
1773458981344358,1415,4016,3
1773458981385386,1416,3802,8
1773458981427707,1417,3470,8
1773458981469055,1418,3545,9
1773458981510139,1419,3383,2
1773458981594492,1420,3371,7
1773458981677300,1421,3374,7
1773458981761210,1422,3479,11
1773458981845035,1423,3596,13
1773458981928546,1424,3582,15
1773458982011911,1425,3537,4
1773458982095001,1426,3582,13
1773458982178531,1427,3577,11
1773458982261460,1428,3466,3
1773458982344427,1429,3497,7
1773458982427773,1430,3394,7
1773458982510796,1431,3372,7
1773458982594111,1432,3371,3
1773458982677775,1433,3359,7
1773458982761240,1434,3299,3
1773458982845250,1435,3327,2
1773458982928329,1436,3367,7
1773458983011167,1437,3233,4
1773458983094551,1438,3256,5
1773458983178099,1439,3284,1
1773458983261153,1440,3248,2
1773458983344731,1441,3244,4
1773458983427114,1442,3239,3
1773458983510546,1443,3234,1
1773458983594950,1444,3250,5
1773458983637475,1445,3571,8
1773458983677935,1446,3224,5
1773458983718752,1447,3247,4
1773458983761009,1448,3363,1
1773458983802329,1449,3234,1
1773458983844242,1450,3216,2
1773458983886001,1451,3226,2
1773458983927900,1452,3225,5
1773458983969340,1453,3233,5
1773458984011053,1454,3254,2
1773458984053055,1455,3287,5
1773458984098128,1456,3974,10
1773458984136877,1457,3299,3
1773458984178401,1458,3359,8
1773458984220462,1459,3634,8
1773458984262163,1460,3629,8
1773458984303510,1461,3412,2
1773458984345218,1462,3345,7
1773458984387121,1463,3395,7
1773458984428625,1464,3386,7
1773458984470366,1465,3389,2
1773458984512065,1466,3362,2
1773458984554167,1467,3579,2
1773458984595739,1468,3380,9
1773458984637656,1469,3427,9
1773458984679309,1470,3496,3
1773458984720842,1471,3454,9
1773458984762606,1472,3516,2
1773458984804378,1473,3458,5
1773458984846110,1474,3439,2
1773458984887748,1475,3453,2
1773458984929415,1476,3455,9
1773458984971373,1477,3487,2
1773458985013761,1478,3822,2
1773458985054728,1479,3452,2
1773458985096732,1480,4025,9
1773458985137914,1481,3510,9
1773458985179946,1482,3610,9
1773458985221584,1483,3471,2
1773458985263165,1484,3454,2
1773458985304887,1485,3456,2
1773458985349574,1486,4088,32
1773458985388172,1487,3282,4
1773458985429972,1488,3417,6
1773458985471857,1489,3601,2
1773458985513295,1490,3334,4
1773458985555104,1491,3425,3
1773458985596550,1492,3372,3
1773458985638306,1493,3398,2
1773458985680175,1494,3432,8
1773458985721739,1495,3360,8
1773458985763335,1496,3368,2
1773458985805414,1497,3435,9
1773458985846889,1498,3385,2
1773458985888807,1499,3439,9
1773458985930477,1500,3446,9
1773458985971902,1501,3356,2
1773458986013861,1502,3419,2
1773458986056531,1503,4191,2
1773458986097572,1504,3359,2
1773458986138854,1505,3454,9
1773458986180733,1506,3463,9
1773458986222567,1507,3447,9
1773458986264310,1508,3431,9
1773458986305644,1509,3434,8
1773458986347432,1510,3420,9
1773458986389470,1511,3454,2
1773458986430886,1512,3405,2
1773458986472779,1513,3471,9
1773458986514595,1514,3506,9
1773458986555718,1515,3314,3
1773458986596502,1516,3277,3
1773458986638900,1517,3353,1
1773458986681876,1518,3497,4
1773458986721693,1519,3167,1
1773458986763599,1520,3249,5
1773458986805385,1521,3274,1
1773458986846693,1522,3202,3
1773458986889554,1523,3666,7
1773458986930043,1524,3169,1
1773458986974199,1525,3560,15
1773458987013855,1526,3302,3
1773458987056417,1527,3321,8
1773458987098868,1528,3628,3
1773458987139603,1529,3309,3
1773458987180929,1530,3391,5
1773458987222863,1531,3380,5
1773458987264239,1532,3250,4
1773458987307873,1533,3396,8
1773458987347861,1534,3224,1
1773458987392383,1535,3837,21
1773458987430336,1536,3239,1
1773458987474127,1537,3436,6
1773458987515324,1538,3708,10
1773458987557006,1539,3423,11
1773458987597729,1540,3405,5
1773458987642258,1541,3786,4
1773458987681060,1542,3379,1
1773458987725000,1543,3543,14
1773458987766108,1544,3611,2
1773458987807308,1545,3358,8
1773458987848913,1546,3485,8
1773458987890221,1547,3341,1
1773458987932082,1548,3460,9
1773458987972777,1549,3245,1
1773458988015978,1550,3546,14
1773458988056788,1551,3413,3
1773458988099664,1552,3602,8
1773458988139354,1553,3346,3
1773458988182728,1554,3578,15
1773458988223215,1555,3365,3
1773458988265366,1556,3816,2
1773458988308261,1557,3678,7
1773458988349019,1558,3319,7
1773458988392177,1559,3634,9
1773458988432435,1560,3354,4
1773458988474767,1561,3542,3
1773458988517264,1562,3866,19
1773458988557116,1563,3239,5
1773458988599230,1564,3353,2
1773458988644200,1565,4129,29
1773458988681878,1566,3254,4
1773458988725343,1567,3498,6
1773458988765373,1568,3483,1
1773458988807461,1569,3261,3
1773458988849616,1570,3448,4
1773458988896207,1571,4191,39
1773458988900625,1572,4189,13
1773458988933520,1573,3643,2
1773458988975155,1574,3771,2
1773458989017679,1575,3812,9
1773458989058642,1576,3525,11
1773458989100165,1577,3472,2
1773458989141858,1578,3474,2
1773458989183808,1579,3734,5
1773458989225156,1580,3422,7
1773458989266624,1581,3421,7
1773458989308323,1582,3400,7
1773458989350265,1583,3367,7
1773458989392069,1584,3408,9
1773458989433464,1585,3355,7
1773458989475112,1586,3348,7
1773458989517520,1587,3766,8
1773458989558815,1588,3404,2
1773458989600480,1589,3349,7
1773458989641912,1590,3358,7
1773458989683752,1591,3350,2
1773458989725956,1592,3419,2
1773458989770709,1593,4479,49
1773458989808762,1594,3267,3
1773458989850706,1595,3412,3
1773458989896303,1596,4777,27
1773458989934104,1597,3226,3
1773458989975849,1598,3398,4
1773458990018064,1599,3629,5
1773458990059185,1600,3281,5
1773458990101260,1601,3305,3
1773458990142680,1602,3424,5
1773458990184763,1603,3328,2
1773458990226167,1604,3339,2
1773458990268324,1605,3319,5
1773458990309804,1606,3327,5
1773458990351469,1607,3365,2
1773458990393037,1608,3301,5
1773458990434776,1609,3375,2
1773458990476586,1610,3464,2
1773458990518247,1611,3356,2
1773458990559755,1612,3287,2
1773458990601547,1613,3332,2
1773458990643268,1614,3333,2
1773458990684967,1615,3387,2
1773458990726778,1616,3331,7
1773458990768519,1617,3311,2
1773458990811931,1618,3717,5
1773458990851411,1619,3241,3
1773458990893264,1620,3597,1
1773458990934960,1621,3363,1
1773458990976868,1622,3283,5
1773458991060358,1623,3407,7
1773458991143966,1624,3316,3
1773458991227018,1625,3305,5
1773458991310463,1626,3630,3
1773458991393816,1627,3310,7
1773458991435454,1628,3254,5
1773458991476931,1629,3275,2
1773458991519510,1630,3851,2
1773458991560234,1631,3243,2
1773458991601865,1632,3351,7
1773458991643877,1633,3302,3
1773458991685143,1634,3251,3
1773458991727883,1635,3530,3
1773458991768161,1636,3275,2
1773458991811083,1637,3307,3
1773458991851424,1638,3182,2
1773458991894733,1639,3377,10
1773458991934814,1640,3193,2
1773458991979027,1641,3456,13
1773458992018145,1642,3243,2
1773458992062984,1643,3724,23
1773458992102198,1644,3394,1
1773458992146319,1645,3652,21
1773458992186092,1646,3463,1
1773458992229950,1647,3674,21
1773458992269198,1648,3387,2
1773458992313375,1649,3540,15
1773458992354156,1650,3906,12
1773458992395471,1651,3340,5
1773458992436744,1652,3493,7
1773458992479301,1653,3622,7
1773458992519823,1654,3273,5
1773458992562970,1655,3622,15
1773458992603900,1656,3647,11
1773458992645538,1657,3405,8
1773458992687372,1658,3543,5
1773458992728528,1659,3437,3
1773458992770112,1660,3407,2
1773458992811813,1661,3469,9
1773458992852910,1662,3337,1
1773458992895479,1663,3442,9
1773458992937251,1664,3517,11
1773458992979572,1665,3622,11
1773458993019920,1666,3315,1
1773458993063303,1667,3645,5
1773458993104725,1668,3540,11
1773458993146593,1669,3579,14
1773458993187602,1670,3638,9
1773458993230387,1671,3620,5
1773458993270546,1672,3403,5
1773458993313211,1673,3559,12
1773458993354776,1674,3664,13
1773458993396226,1675,3314,2
1773458993438874,1676,3624,5
1773458993479849,1677,3433,5
1773458993523306,1678,3807,8
1773458993564632,1679,3735,15
1773458993606121,1680,3722,4
1773458993647788,1681,3761,11
1773458993689402,1682,3648,11
1773458993731023,1683,3518,11
1773458993771847,1684,3447,4
1773458993813465,1685,3421,4
1773458993855939,1686,3638,4
1773458993897714,1687,3498,11
1773458993939352,1688,3541,13
1773458993981370,1689,3593,7
1773458994023056,1690,3680,8
1773458994064922,1691,4152,12
1773458994105946,1692,3596,12
1773458994147775,1693,3646,13
1773458994189615,1694,3577,11
1773458994231507,1695,3575,4
1773458994272972,1696,3600,12
1773458994314892,1697,3618,4
1773458994356266,1698,3556,4
1773458994398185,1699,3615,13
1773458994440235,1700,4307,11
1773458994481420,1701,3592,11
1773458994523187,1702,3602,12
1773458994564874,1703,3521,5
1773458994606840,1704,3582,4
1773458994648101,1705,3553,5
1773458994689978,1706,3546,11
1773458994731551,1707,3558,11
1773458994773279,1708,3570,2
1773458994814884,1709,3554,11
1773458994856668,1710,3555,11
1773458994898097,1711,3482,9
1773458994939729,1712,3533,4
1773458995024103,1713,3777,7
1773458995107020,1714,3594,13
1773458995191022,1715,3588,13
1773458995274189,1716,3599,13
1773458995357856,1717,3620,13
1773458995440855,1718,3600,12
1773458995524346,1719,3618,12
1773458995607567,1720,3572,11
1773458995690898,1721,3514,5
1773458995774316,1722,3464,3
1773458995857488,1723,3460,4
1773458995940999,1724,3549,8
1773458996024456,1725,3460,9
1773458996107988,1726,3668,2
1773458996191836,1727,3409,2
1773458996275161,1728,3407,7
1773458996358340,1729,3364,7
1773458996442012,1730,3338,5
1773458996525538,1731,3676,3
1773458996607730,1732,3438,3
1773458996690646,1733,3250,1
1773458996774143,1734,3354,2
1773458996858075,1735,3264,2
1773458996941094,1736,3272,2
1773458997025121,1737,3304,3
1773458997108161,1738,3253,5
1773458997191856,1739,3251,3
1773458997276112,1740,3398,10
1773458997360222,1741,3520,5
1773458997443763,1742,3471,4
1773458997527261,1743,3435,9
1773458997609783,1744,3444,7
1773458997693178,1745,3463,2
1773458997776247,1746,3350,6
1773458997859482,1747,3262,1
1773458997943343,1748,3236,4
1773458998026908,1749,3603,14
1773458998067433,1750,3217,3
1773458998108798,1751,3277,1
1773458998150609,1752,3421,2
1773458998192269,1753,3192,1
1773458998233632,1754,3154,2
1773458998275597,1755,3733,3
1773458998316822,1756,3199,2
1773458998358384,1757,3166,2
1773458998400397,1758,3188,1
1773458998442274,1759,3179,2
1773458998483992,1760,3156,2
1773458998526562,1761,3221,3
1773458998568078,1762,3249,3
1773458998609878,1763,3208,4
1773458998651762,1764,3264,5
1773458998693812,1765,3282,5
1773458998735838,1766,3342,7
1773458998777456,1767,3405,3
1773458998818941,1768,3337,7
1773458998861341,1769,3583,7
1773458998903121,1770,3436,2
1773458998945766,1771,3938,27
1773458998987755,1772,3921,27
1773458999028502,1773,3705,18
1773458999070140,1774,3904,9
1773458999112506,1775,3995,11
1773458999153466,1776,3735,17
1773458999194767,1777,3693,14
1773458999236421,1778,3722,12
1773458999277537,1779,3525,3
1773458999318117,1780,3353,4
1773458999360783,1781,3452,3
1773458999401574,1782,3271,3
1773458999444447,1783,3374,5
1773458999485334,1784,3561,4
1773458999527518,1785,3334,9
1773458999569544,1786,3443,6
1773458999611348,1787,3322,4
1773458999651643,1788,3288,4
1773458999694044,1789,3584,3
1773458999735450,1790,3290,1
1773458999777756,1791,3401,5
1773458999820019,1792,4131,7
1773458999860715,1793,3310,7
1773458999902688,1794,3370,6
1773458999945505,1795,3748,21
1773458999985310,1796,3225,1
1773459000028031,1797,3295,7
1773459000069525,1798,3444,5
1773459000113651,1799,3626,20
1773459000152889,1800,3210,1
1773459000196597,1801,3730,7
1773459000236090,1802,3340,1
1773459000279237,1803,3539,16
1773459000319115,1804,3392,3
1773459000360514,1805,3172,2
1773459000446537,1806,3868,11
1773459000529413,1807,3599,8
1773459000613067,1808,3580,18
1773459000696156,1809,3640,10
1773459000779153,1810,3463,2
1773459000862322,1811,3427,5
1773459000945111,1812,3304,1
1773459001029180,1813,3309,1
1773459001111945,1814,3254,4
1773459001194582,1815,3260,2
1773459001278389,1816,3237,2
1773459001362325,1817,3263,5
1773459001403013,1818,3287,1
1773459001445472,1819,3186,1
1773459001486754,1820,3338,2
1773459001528156,1821,3202,2
1773459001569925,1822,3189,2
1773459001611697,1823,3210,3
1773459001653364,1824,3164,2
1773459001695174,1825,3205,3
1773459001736865,1826,3228,2
1773459001778631,1827,3273,4
1773459001820289,1828,3245,2
1773459001861998,1829,3226,2
1773459001903451,1830,3200,3
1773459001945227,1831,3262,5
1773459001986978,1832,3256,2
1773459002029157,1833,3322,7
1773459002070309,1834,3233,1
1773459002113153,1835,3998,11
1773459002153775,1836,3300,3
1773459002195997,1837,3279,3
1773459002239502,1838,3901,25
1773459002279416,1839,3299,3
1773459002320481,1840,3227,1
1773459002363263,1841,3608,8
1773459002404798,1842,3475,11
1773459002447480,1843,3824,5
1773459002489231,1844,3584,7
1773459002531785,1845,3677,6
1773459002573505,1846,3594,3
1773459002616160,1847,3672,16
1773459002654413,1848,3421,5
1773459002696405,1849,3417,5
1773459002737231,1850,3370,1
1773459002779112,1851,3242,1
1773459002822376,1852,3325,5
1773459002867012,1853,4109,35
1773459002908137,1854,3656,10
1773459002949683,1855,3860,25
1773459002991093,1856,4012,17
1773459003033774,1857,4353,12
1773459003073926,1858,3783,14
1773459003116435,1859,3870,7
1773459003157068,1860,3694,3
1773459003199272,1861,3745,18
1773459003239956,1862,3622,9
1773459003282619,1863,3731,17
1773459003322955,1864,3492,7
1773459003365696,1865,3565,13
1773459003406197,1866,3423,5
1773459003450137,1867,3704,19
1773459003491113,1868,3628,15
1773459003533397,1869,3986,14
1773459003574407,1870,3556,2
1773459003616016,1871,3567,13
1773459003657789,1872,3651,14
1773459003698636,1873,3402,9
1773459003741055,1874,3557,12
1773459003782591,1875,3522,11
1773459003823938,1876,3317,6
