timestamp,packetsSent,bytesSent,reportsSent,totalRoundTripTime,roundTripTimeMeasurements
1773378004821846,9335,3374623,70,0,0
1773378006168461,9599,3479889,71,0,0
1773378006168461,9599,3479889,71,0,0
1773378006168461,9599,3479889,71,0,0
1773378006168461,9599,3479889,71,0,0
1773378006168461,9599,3479889,71,0,0
1773378006718493,9761,3538819,72,0,0
1773378006718493,9761,3538819,72,0,0
1773378006718493,9761,3538819,72,0,0
1773378006718493,9761,3538819,72,0,0
1773378006718493,9761,3538819,72,0,0
1773378006718493,9761,3538819,72,0,0
1773378007340554,9930,3596972,73,0,0
1773378007340554,9930,3596972,73,0,0
1773378007560541,10007,3635511,74,0,0
1773378007560541,10007,3635511,74,0,0
1773378007560541,10007,3635511,74,0,0
1773378007560541,10007,3635511,74,0,0
1773378007985792,10132,3680346,75,0,0
1773378007985792,10132,3680346,75,0,0
1773378007985792,10132,3680346,75,0,0
1773378008418650,10245,3716059,76,0,0
1773378008418650,10245,3716059,76,0,0
1773378008418650,10245,3716059,76,0,0
1773378008418650,10245,3716059,76,0,0
1773378008418650,10245,3716059,76,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378008789993,10398,3771858,77,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
1773378009637474,10645,3860393,78,0,0
