timestamp,jitter,packetsLost,fractionLost,roundTripTime,totalRoundTripTime,roundTripTimeMeasurements
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377963598403,0,3,0.164062,0,0,0
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377964825461,0.029588,18,0.0664062,0.38829,0.38829,1
1773377971216223,0.032511,34,0.0546875,5.88327,6.27156,2
1773377971216223,0.032511,34,0.0546875,5.88327,6.27156,2
1773377983604499,0.034622,112,0.046875,14.8151,21.0867,3
1773377983604499,0.034622,112,0.046875,14.8151,21.0867,3
1773377991933495,0.075577,276,0.046875,11.8136,48.5354,5
1773377991933495,0.075577,276,0.046875,11.8136,48.5354,5
1773377993352232,0.075955,314,0.0390625,3.3369,57.4169,7
1773377993352232,0.075955,314,0.0390625,3.3369,57.4169,7
1773377994415500,0.081022,352,0.0429688,1.26427,60.1705,9
1773377994415500,0.081022,352,0.0429688,1.26427,60.1705,9
1773377994415500,0.081022,352,0.0429688,1.26427,60.1705,9
1773377994415500,0.081022,352,0.0429688,1.26427,60.1705,9
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377994817952,0.080655,363,0.0429688,1.00616,61.1766,10
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377996455361,0.059366,386,0.046875,1.18758,62.3642,11
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377997685844,0.043655,399,0.0585938,0.120483,62.4847,12
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377998315973,0.023211,402,0.0351562,0.140045,62.6247,13
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773377999342357,0.033133,411,0.046875,0.138107,62.7628,14
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378000828507,0.034433,429,0.0507812,0.141708,62.9045,15
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378001606187,0.036611,440,0.0703125,0.261917,63.1665,16
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378003178610,0.0334,452,0.0390625,0.367859,63.5343,17
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378004411566,0.035933,473,0.0507812,0.13118,63.6655,18
1773378005979451,0.045233,495,0.0546875,0.449783,64.1153,19
1773378005979451,0.045233,495,0.0546875,0.449783,64.1153,19
1773378005979451,0.045233,495,0.0546875,0.449783,64.1153,19
1773378005979451,0.045233,495,0.0546875,0.449783,64.1153,19
1773378005979451,0.045233,495,0.0546875,0.449783,64.1153,19
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378006453637,0.043355,496,0.015625,0.138916,64.2542,20
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378007539262,0.0366,502,0.0273438,0.235138,64.4893,21
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378008179409,0.0369,510,0.0429688,0.24263,64.732,22
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
1773378009464683,0.037255,524,0.046875,0.351944,65.0839,23
